month_ID,ME_rank10,Re
26,8,-0.0012750525873522756
26,9,0.00915535043764797
26,10,0.0029456862505134566
27,1,0.023543929039243728
27,2,0.017420672989632156
27,3,0.012544179709329696
27,4,0.01986804091336647
27,5,0.0023935465046744557
27,6,0.004308589845166407
27,7,0.005012185378018874
27,8,0.005187021040769877
27,9,0.015656753742511288
27,10,-0.012862571916652335
28,1,0.08234030235744161
28,2,0.07753577132457051
28,3,0.07369321515183466
28,4,0.06337773364282491
28,5,0.07098649862948704
28,6,0.06924721337479742
28,7,0.067555114212644
28,8,0.0678385458674625
28,9,0.07602231902953811
28,10,0.06941155126583022
29,1,0.005448189279135062
29,2,0.009821778540849835
29,3,0.00968234178729422
29,4,0.02175350332274654
29,5,0.024799977719341313
29,6,0.018832087071360817
29,7,0.011980125304954025
29,8,0.011712347093113345
29,9,0.011528288655299777
29,10,0.024823626798946775
30,1,0.06453373332629501
30,2,0.04769496223387133
30,3,0.04985173412735066
30,4,0.03658596433082046
30,5,0.04229114909312724
30,6,0.03734947554088056
30,7,0.03307935929185571
30,8,0.04853901465443712
30,9,0.04862347348863966
30,10,0.0044724464690948755
31,1,0.035629235691004194
31,2,0.03161716593503689
31,3,0.050485408690850796
31,4,0.051637577731683884
31,5,0.03726616971846769
31,6,0.05174765298091811
31,7,0.04738497515134881
31,8,0.05220965953731376
31,9,0.04407819239742771
31,10,0.06357238431525392
32,1,0.022966327983124334
32,2,0.01389352078679918
32,3,0.014768637265558156
32,4,-0.0030834431010541945
32,5,-0.011125567494609044
32,6,-0.01535110002388757
32,7,-0.014039755302626362
32,8,-0.016941980436476774
32,9,-0.018122592407633444
32,10,-0.03373563711629662
33,1,0.032403735991473025
33,2,0.009358366816783044
33,3,0.020316305268857065
33,4,0.012579640790917437
33,5,0.006471048020547156
33,6,0.022357033213416092
33,7,0.003436512718247927
33,8,0.02610409633660489
33,9,0.015443869134777069
33,10,0.0014488623652785277
34,1,-0.09729321430850887
34,2,-0.09594843387537405
34,3,-0.08532182419136917
34,4,-0.08425718283397148
34,5,-0.07139115030927103
34,6,-0.07691526401007859
34,7,-0.07965821211313374
34,8,-0.0805877345194131
34,9,-0.08570488135206697
34,10,-0.08007185178422321
35,1,-0.0501308898490931
35,2,-0.05787964355857591
35,3,-0.05724918171017732
35,4,-0.060340877690974154
35,5,-0.06659023577524963
35,6,-0.0625232404447808
35,7,-0.06841332216650359
35,8,-0.08658730005112884
35,9,-0.07164815987383093
35,10,-0.08458468840618631
36,1,0.0812178133622653
36,2,0.08542240916905142
36,3,0.08397337859453706
36,4,0.07540288159694891
36,5,0.10574101554793874
36,6,0.09866014157770646
36,7,0.1067136499171539
36,8,0.1047832094545477
36,9,0.12095583108844178
36,10,0.11430137786573034
37,1,0.0165207298818101
37,2,6.110685068412812e-4
37,3,0.015073140378196216
37,4,0.02050880358802033
37,5,0.010436768865198088
37,6,0.009273076575884408
37,7,0.021109342715811365
37,8,0.01277807099904278
37,9,0.005714479122368814
37,10,0.01414610509953374
38,1,-0.023625851396990225
38,2,-0.002558807974905858
38,3,-0.013062529846294134
38,4,-0.022012954359248816
38,5,-0.020648137773241818
38,6,-0.009108193681172964
38,7,-0.014944663833412421
38,8,-0.013198521543227124
38,9,-0.017859714185493397
38,10,-0.02632651867088442
39,1,-0.05404652771867473
39,2,-0.05156627575909667
39,3,-0.0527525859469448
39,4,-0.05436922399446184
39,5,-0.05818795295741509
39,6,-0.06043436438778462
39,7,-0.07377819269112249
39,8,-0.07068438594861086
39,9,-0.07666408207944377
39,10,-0.06380654718244606
40,1,-0.03195799149649194
40,2,-0.04391752083274737
40,3,-0.04746431731129924
40,4,-0.05344788250141968
40,5,-0.06678615444099652
40,6,-0.06571398475928525
40,7,-0.07982674040284396
40,8,-0.07220812683457206
40,9,-0.07926500520808133
40,10,-0.094515091738185
41,1,0.056572883306197634
41,2,0.05042838201552601
41,3,0.04487898437351689
41,4,0.039193961357970125
41,5,0.04342520084625581
41,6,0.042762973219782285
41,7,0.049883757680610374
41,8,0.04490390371913532
41,9,0.0383502554977704
41,10,0.03481180109206201
42,1,-0.010641067686111729
42,2,-0.0051005701690173474
42,3,-0.005174965955870631
42,4,-0.009647171963247079
42,5,-0.0033276194907868777
42,6,-0.008850482491207607
42,7,-0.012508314914746115
42,8,-0.018180563421377038
42,9,-0.02191486683030821
42,10,-0.017308430560759952
43,1,0.0054953333742481314
43,2,0.006800968508789072
43,3,0.0017868204839791406
43,4,0.014594812993805282
43,5,0.020006660478981423
43,6,0.012912550164400896
43,7,0.02155882306054541
43,8,0.020375737125143168
43,9,0.028188667143363738
43,10,0.03916204147901048
44,1,-0.03816223346582451
44,2,-0.046450477746756286
44,3,-0.06416335689403262
44,4,-0.07173024018484572
44,5,-0.06546794915502328
44,6,-0.07105033376277597
44,7,-0.06949731837252794
44,8,-0.0678823299395817
44,9,-0.09432592350707715
44,10,-0.08927793869422661
45,1,0.012913766685279778
45,2,0.0021871838494786013
45,3,0.03707615105618861
45,4,0.04178766130932243
45,5,0.031557563914461184
45,6,0.03857427573631918
45,7,0.04008456365834895
45,8,0.03291186551098401
45,9,0.039636045576043055
45,10,0.054418747807673584
46,1,0.024163731786753958
46,2,0.024711376877584547
46,3,0.028493055859382537
46,4,0.0261562137139237
46,5,0.012201318733376206
46,6,0.006686783979476901
46,7,-0.0010590223743352385
46,8,-0.0034925967129581627
46,9,-0.012377256372285613
46,10,-0.0075150083120671994
47,1,7.098372648739216e-4
47,2,0.005093336225426019
47,3,0.007678157664460191
47,4,-0.01047592700464354
47,5,-3.695269514835588e-4
47,6,0.003358347386353487
47,7,-0.0019115456735303627
47,8,-0.001296246484636461
47,9,-0.001031061464318632
47,10,-5.620491030033626e-4
48,1,0.025289678731982363
48,2,0.020950827283773097
48,3,0.0661208675767849
48,4,0.05593939260140519
48,5,0.05288928901082754
48,6,0.03100973488596079
48,7,0.042960705662780346
48,8,0.03326629118382274
48,9,0.04545967983069161
48,10,0.05477065441104566
49,1,0.032961733142440997
49,2,0.03699383955117044
49,3,0.050171653371378654
49,4,0.057433946736525215
49,5,0.0615734756607009
49,6,0.053373192486066874
49,7,0.04973747494070215
49,8,0.013136959204250663
49,9,0.03288093327263435
49,10,0.04504585835351342
50,1,0.026994445633877186
50,2,0.022445879566394933
50,3,0.034649992622683715
50,4,0.03658021260903307
50,5,0.04860626874100332
50,6,0.04507837483168425
50,7,0.05090630243453495
50,8,0.03248710753883895
50,9,0.041329116966754294
50,10,0.04028336569245436
51,1,0.07764785183207934
51,2,0.06162976372025639
51,3,0.051694848529221606
51,4,0.06181414953974723
51,5,0.05420307161838464
51,6,0.031028180018739956
51,7,0.01612252458235033
51,8,0.016021559918295507
51,9,-0.008791487929853629
51,10,0.007648747869392602
52,1,0.0264078840767085
52,2,0.033322427570726586
52,3,0.036994521948275724
52,4,0.04568856571125207
52,5,0.02632701821282488
52,6,0.035183549071314504
52,7,0.02216226643008051
52,8,-0.001659081575041432
52,9,0.007228601458575231
52,10,-0.003111477985432365
53,1,-0.0036394110521722547
53,2,0.002162124476721065
53,3,0.016200434732471167
53,4,0.0032191255525331436
53,5,-0.01224725003249489
53,6,-0.008416935139270498
53,7,-0.014449976487693108
53,8,-0.01165248578832601
53,9,-0.018830983161953543
53,10,-0.010320348231526888
54,1,-0.023096002762643748
54,2,-0.022432948045310534
54,3,-0.008825600572483354
54,4,-0.0080287232615596
54,5,0.0066327582258148485
54,6,0.026016972121519558
54,7,0.00223856428117435
54,8,0.006905983019209068
54,9,0.017026423429431958
54,10,0.006683742813045893
55,1,0.0589163432541945
55,2,0.08676411408572203
55,3,0.05999848969224732
55,4,0.057265138898903396
55,5,0.03506540928141361
55,6,0.049958992319661506
55,7,0.030380475802062493
55,8,0.0397181975744979
55,9,0.028001636219618143
55,10,0.01596147969131921
56,1,0.05044693303445043
56,2,0.05245134679653622
56,3,0.04567343306005447
56,4,0.026641523231581712
56,5,0.02936191162128446
56,6,0.017447426612841585
56,7,0.020510182642484463
56,8,0.042172361918435874
56,9,0.025287032661287845
56,10,0.018017800734373215
57,1,0.05293320819178758
57,2,0.04701015036448223
57,3,0.046832852442986295
57,4,0.03708922840471797
57,5,0.04870329957619015
57,6,0.023445566086071568
57,7,0.021303420976833163
57,8,0.008328746405326009
57,9,-0.007026246035443424
57,10,0.007005623877610148
58,1,0.009289661251435363
58,2,0.006377866665545617
58,3,0.011343044331098909
58,4,0.0036931312419785033
58,5,-0.007287193365879597
58,6,-0.003796930630352768
58,7,-0.012339198013115131
58,8,-0.00962092939023398
58,9,-0.015674776809669798
58,10,-0.014703629031457045
59,1,0.015907867258901868
59,2,0.008491376498884528
59,3,0.024067709092121147
59,4,0.02376220601281392
59,5,0.01864281603045842
59,6,0.01751840483181654
59,7,0.014315484046391708
59,8,0.0013995836362693487
59,9,0.017697641868650343
59,10,0.03456776087966843
60,1,0.06929237156033884
60,2,0.08379586198926255
60,3,0.0899709997257473
60,4,0.09732093184711442
60,5,0.07544658592737252
60,6,0.08965040994014994
60,7,0.08307708738939455
60,8,0.0533842642423308
60,9,0.063813066828042
60,10,0.0611875601921225
61,1,0.01905154844383979
61,2,0.025961619723873213
61,3,0.0287902204195411
61,4,0.023956111527626296
61,5,0.02689702772886164
61,6,0.014370689605882744
61,7,0.01837948464699131
61,8,0.010463470577016975
61,9,0.0169582896781873
61,10,0.022365272575123517
62,1,0.006750654036475333
62,2,-6.766118530419686e-4
62,3,-0.009586472801258572
62,4,-0.0028867327341900524
62,5,0.010600405754779852
62,6,0.005363653101599454
62,7,-2.120146103961251e-4
62,8,-0.014123868276186873
62,9,-0.007630962178452027
62,10,-0.0048378528657018124
63,1,0.10068348043581363
63,2,0.0856621014143072
63,3,0.07003494887404935
63,4,0.08479831566027607
63,5,0.07382710483090481
63,6,0.043605103092598095
63,7,0.0441493388913543
63,8,0.017799796562262223
63,9,0.013674295891709563
63,10,0.001205386061539975
64,1,-0.009980760040381752
64,2,-0.010458769702787122
64,3,-0.02035940785961612
64,4,-0.025555086452012443
64,5,-0.03479920447892635
64,6,-0.028606041312521396
64,7,-0.040398554472556865
64,8,-0.03384788961352598
64,9,-0.031666652188989584
64,10,-0.04854109505072809
65,1,-0.010302972733742897
65,2,-0.022046746636946363
65,3,-0.02026304376726627
65,4,-0.03737100797543656
65,5,-0.0331129039144144
65,6,-0.03509732941368901
65,7,-0.019464982887299913
65,8,-0.03226406299319701
65,9,-0.028310314521672215
65,10,-0.038125871754487464
66,1,-0.027476364929445454
66,2,-0.019871790642373762
66,3,-0.009159973468760583
66,4,-0.0019031534456197053
66,5,0.01599792450973424
66,6,0.01381269218497673
66,7,0.022395194928989413
66,8,0.01690439883777999
66,9,0.015774177178982197
66,10,0.044321247450451934
67,1,0.009654949685596721
67,2,0.001641488906027261
67,3,0.001042076060211058
67,4,-0.002688578090568149
67,5,-0.01618454606545741
67,6,-0.004031222939467586
67,7,-0.016583349001491055
67,8,-0.014458991266054764
67,9,-0.020993522252248563
67,10,-0.03978561524412572
68,1,-0.03087635752022481
68,2,-0.024917816461088482
68,3,-0.04327492282371294
68,4,-0.025674209849457574
68,5,-0.03589367566353077
68,6,-0.023867740318227557
68,7,-0.029388291371683074
68,8,-0.0265472753801993
68,9,-0.006284441452225216
68,10,-0.008927997285599188
69,1,0.01658816777048167
69,2,0.012949777540040548
69,3,0.01527825100504447
69,4,0.027910908303096314
69,5,0.029513871714397892
69,6,0.025836359232780846
69,7,0.017168166644116283
69,8,0.017819173146844176
69,9,0.01387437188501399
69,10,0.023686447762581476
70,1,0.03724466495903043
70,2,0.030954332124630727
70,3,0.032179326329404
70,4,0.008678453015140693
70,5,4.303230633965786e-4
70,6,0.009189726735383713
70,7,-0.006490319159557439
70,8,6.083946155656436e-5
70,9,-0.0018089661059436974
70,10,-0.025921091761908554
71,1,-0.006963173642997804
71,2,0.0011940205096767718
71,3,-0.0014867354094561126
71,4,0.028859515002518862
71,5,0.026848491818335412
71,6,0.04466909709685119
71,7,0.038369267271287116
71,8,0.037538905468523794
71,9,0.05912747526725108
71,10,0.05097847815349061
72,1,-0.07897215131576238
72,2,-0.07547776479800987
72,3,-0.0770552863938438
72,4,-0.08818560025738256
72,5,-0.08771736448194357
72,6,-0.0910230711330437
72,7,-0.0878565477036194
72,8,-0.10973472515067305
72,9,-0.11297789438976115
72,10,-0.10569397536050938
